Date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,rad(m)
2022-06-04,24.8,30.6,27.3,82.0,0.0,6.3,5.0,110.0,3.0,,0.1169270833333336
2022-06-05,24.8,31.2,27.5,83.0,4.4,10.0,4.0,100.0,2.0,,0.0910430555555559
2022-06-06,24.4,30.6,27.1,82.0,0.0,7.0,5.0,90.0,2.0,,0.0775103660869587
2022-06-07,24.6,30.8,27.5,82.0,0.0,9.5,6.0,110.0,3.0,,0.0825641562064159
2022-06-08,24.8,32.2,27.7,82.0,0.0,8.5,7.0,100.0,3.0,,0.0732803347280338
2022-06-09,24.8,30.6,27.3,84.0,2.3,10.1,6.0,100.0,3.0,,0.09511974789916
2022-06-10,25.0,31.4,27.7,81.0,4.0,130.0,2.0,,3.1337480559875583,,0.1285562500000003
2022-06-11,25.4,31.3,27.8,82.0,0.0,7.3,5.0,130.0,3.0,,0.0697367688022287
2022-06-12,24.5,31.0,26.9,84.0,3.7,10.2,4.0,120.0,2.0,,0.0140467224546725
2022-06-13,24.9,30.0,27.2,87.0,29.2,5.8,6.0,110.0,4.0,,-0.0533109243697475
2022-06-14,25.4,30.3,27.6,84.0,12.0,0.9,5.0,110.0,3.0,,-0.0805056258790432
2022-06-15,24.5,31.1,27.4,83.0,0.0,8.9,5.0,100.0,3.0,,-0.1065097222222218
2022-06-16,24.9,30.6,27.2,84.0,9.5,11.0,4.0,110.0,2.0,,-0.1057493055555552
2022-06-17,24.8,30.2,27.1,86.0,16.5,8.8,8.0,130.0,4.0,,-0.0987298611111107
2022-06-18,24.8,30.8,28.1,81.0,0.0,8.0,5.0,100.0,3.0,,-0.0653062499999996
2022-06-19,25.7,30.5,28.3,80.0,8888.0,7.7,5.0,110.0,4.0,,-0.0177784722222218
2022-06-20,26.8,30.3,28.4,78.0,0.0,7.4,7.0,120.0,4.0,,0.0429741980474201
2022-06-21,24.4,29.8,26.7,77.0,8888.0,6.2,6.0,150.0,4.0,,-0.0235277777777774
2022-06-22,23.4,30.2,26.4,81.0,0.0,8.2,7.0,100.0,5.0,,-0.0809184100418406
2022-06-23,23.6,30.0,28.3,78.0,8888.0,10.2,8.0,130.0,5.0,,-0.1326701388888885
2022-06-24,26.0,29.8,28.1,76.0,0.0,4.4,7.0,90.0,5.0,,-0.1356881944444441
2022-06-25,27.0,29.8,28.0,76.0,0.0,3.5,8.0,120.0,5.0,,-0.1520631944444441
2022-06-26,26.2,30.0,27.8,79.0,1.0,2.5,7.0,110.0,5.0,,-0.2070076388888885
2022-06-27,25.2,27.6,27.7,81.0,5.8,7.0,130.0,5.0,3.1337480559875583,,-0.2206428571428568
2022-06-28,26.5,29.6,27.6,70.0,0.0,8.7,5.0,110.0,4.0,,-0.2124614845938371
2022-06-29,23.3,29.0,25.6,85.0,20.3,10.5,6.0,110.0,3.0,,-0.2087635983263595
2022-06-30,23.6,29.5,27.7,81.0,8.0,110.0,5.0,,3.1337480559875583,,-0.1866416666666663
2022-07-01,26.2,29.0,27.2,81.0,8888.0,9.0,8.0,110.0,6.0,,-0.0061756944444448
2022-07-02,25.0,29.7,27.5,84.0,4.6,7.2,7.0,130.0,4.0,,0.0183839160839157
2022-07-03,25.2,30.3,27.5,86.0,8888.0,5.0,5.0,120.0,3.0,,0.0529312499999996
2022-07-04,26.0,30.5,28.0,86.0,0.0,8.2,5.0,130.0,4.0,,0.0652743055555551
2022-07-05,26.9,29.4,27.7,85.0,0.0,8.4,8.0,130.0,5.0,,0.0559009762900972
2022-07-06,26.4,29.2,27.2,77.0,0.0,9.3,7.0,110.0,4.0,,0.0706833333333329
2022-07-07,25.8,28.7,26.5,74.0,0.0,9.3,6.0,90.0,4.0,,0.0408611111111107
2022-07-08,22.2,28.9,25.0,73.0,8888.0,6.7,5.0,90.0,3.0,,0.0651099439775906
2022-07-09,22.3,29.0,27.0,74.0,0.0,9.8,5.0,100.0,4.0,,0.0390808926080889
2022-07-10,26.0,29.8,27.6,79.0,0.2,9.1,7.0,110.0,5.0,,0.0375697350069731
2022-07-11,26.6,29.2,27.6,82.0,8888.0,8.5,9.0,110.0,6.0,,0.0154298611111107
2022-07-12,26.6,29.3,27.4,80.0,0.0,3.5,7.0,130.0,5.0,,-0.0128131944444448
2022-07-13,25.8,29.1,26.8,78.0,0.0,7.8,9.0,110.0,5.0,,-0.0507610872675253
2022-07-14,25.6,28.8,26.7,78.0,0.0,6.2,7.0,110.0,5.0,,-0.0226006944444447
2022-07-15,25.8,29.5,26.9,82.0,8888.0,8.4,7.0,120.0,5.0,,0.0158354341736691
2022-07-16,25.6,28.7,26.7,82.0,0.0,9.3,6.0,120.0,4.0,,0.0614909722222218
2022-07-17,25.8,29.1,27.0,80.0,0.0,2.6,6.0,120.0,4.0,,0.0416874999999996
2022-07-18,25.4,28.7,26.6,82.0,0.0,6.8,5.0,120.0,4.0,,0.0261749999999996
2022-07-19,25.4,28.8,26.7,78.0,0.0,6.2,7.0,140.0,4.0,,0.0367394957983189
2022-07-20,23.2,28.6,25.4,80.0,0.0,9.4,6.0,110.0,4.0,,0.0548111111111107
2022-07-21,23.2,29.0,26.6,76.0,0.0,9.2,5.0,120.0,4.0,,0.027343793584379
2022-07-22,25.8,29.0,26.8,76.0,0.0,7.2,5.0,120.0,4.0,,0.0072545327754529
2022-07-23,26.0,29.1,26.9,75.0,8888.0,5.5,6.0,110.0,5.0,,-0.017838686159464
2022-07-24,25.2,28.7,26.6,68.0,0.0,10.0,6.0,110.0,4.0,,-0.0219048611111114
2022-07-25,22.6,28.8,25.1,68.0,0.0,10.5,6.0,110.0,4.0,,-0.056327057182706
2022-07-26,23.0,28.3,25.8,77.0,0.0,8.8,8.0,120.0,4.0,,-0.0518444909344494
2022-07-27,24.2,29.0,26.8,78.0,0.0,4.5,6.0,110.0,4.0,,-0.0715395833333337
2022-07-28,25.2,29.0,26.7,77.0,0.0,9.5,7.0,120.0,4.0,,-0.0840767085076712
2022-07-29,22.6,28.8,25.6,80.0,0.0,9.7,7.0,140.0,4.0,,-0.0927486111111114
2022-07-30,24.0,29.0,26.7,77.0,0.2,9.0,6.0,120.0,3.0,,-0.0817036262203629
2022-07-31,24.8,29.1,26.2,79.0,0.0,7.8,5.0,150.0,4.0,,-0.0456594556873695
2022-08-01,24.8,29.6,26.8,83.0,0.0,9.0,5.0,120.0,3.0,,-0.0102063933287004
2022-08-02,25.0,30.0,27.4,84.0,0.0,8.3,6.0,100.0,3.0,,0.04330625
2022-08-03,25.0,29.9,26.7,84.0,0.0,8.2,5.0,100.0,3.0,,0.0921229166666667
2022-08-04,25.2,29.4,27.0,77.0,0.0,9.7,6.0,120.0,3.0,,0.13238125
2022-08-05,23.4,29.6,25.8,79.0,8888.0,10.6,5.0,110.0,2.0,,0.149395993245838
2022-08-06,22.4,29.1,25.1,84.0,0.0,10.7,5.0,250.0,2.0,,0.1066444444444445
2022-08-07,22.4,29.0,26.0,86.0,15.7,9.1,4.0,100.0,2.0,,0.0780694444444445
2022-08-08,24.2,29.4,26.7,77.0,1.0,5.1,5.0,110.0,3.0,,0.0653291666666667
2022-08-09,23.2,29.0,25.7,84.0,11.3,8.7,5.0,140.0,3.0,,0.0176987447698745
2022-08-10,23.8,29.0,26.4,87.0,21.7,6.3,5.0,120.0,3.0,,0.0551871950947297
2022-08-11,25.0,30.0,27.4,84.0,0.2,3.6,5.0,120.0,4.0,,0.0216011157601116
2022-08-12,26.0,30.0,27.7,84.0,0.0,9.4,5.0,120.0,4.0,,0.0100631944444445
2022-08-13,25.4,30.4,27.3,83.0,8888.0,8.4,5.0,100.0,3.0,,-0.0202151898734176
2022-08-14,25.3,30.3,27.1,85.0,0.4,5.6,5.0,100.0,3.0,,0.0323410041841004
2022-08-15,25.2,29.5,27.1,86.0,1.9,9.1,6.0,130.0,4.0,,0.0448033472803348
2022-08-16,25.8,29.6,27.1,82.0,0.0,10.5,6.0,120.0,4.0,,0.0551338912133891
2022-08-17,25.8,29.3,27.2,76.0,0.0,10.0,6.0,120.0,4.0,,0.0169260808926081
2022-08-18,25.2,29.1,26.9,79.0,3.8,7.4,8.0,110.0,5.0,,-0.0070641562064155
2022-08-19,26.0,29.2,27.2,75.0,0.3,4.2,8.0,120.0,5.0,,-0.0032422969187674
2022-08-20,26.0,29.6,27.0,66.0,0.0,10.2,7.0,110.0,6.0,,-0.0181756944444443
2022-08-21,25.9,29.4,27.1,70.0,0.0,10.8,6.0,80.0,4.0,,-0.0741241456430508
2022-08-22,25.2,29.7,26.7,83.0,4.5,7.7,9.0,110.0,5.0,,-0.0908965277777777
2022-08-23,25.2,29.1,27.2,74.0,8888.0,7.4,7.0,100.0,5.0,,-0.1274284722222221
2022-08-24,25.7,29.2,27.0,74.0,0.0,9.8,6.0,110.0,5.0,,-0.1409035000871121
2022-08-25,26.1,29.1,27.1,77.0,0.0,10.4,6.0,120.0,5.0,,-0.1389879844672198
2022-08-26,26.1,29.1,27.0,79.0,0.0,7.4,6.0,120.0,5.0,,-0.1428074229691876
2022-08-27,25.3,29.2,26.7,73.0,0.0,7.5,6.0,110.0,3.0,,-0.1498368347338934
2022-08-28,23.2,29.4,25.6,78.0,8888.0,9.1,5.0,130.0,3.0,,-0.1308118055555555
2022-08-29,23.6,29.4,26.8,78.0,8888.0,4.5,6.0,130.0,4.0,,-0.1066717391304347
2022-08-30,25.5,29.6,26.9,85.0,0.1,8.5,5.0,130.0,3.0,,-0.0783228730822872
2022-08-31,25.4,29.2,26.9,82.0,0.9,8.1,6.0,110.0,4.0,,-0.0564930555555554
2022-09-01,25.2,29.8,26.8,84.0,0.5,4.6,6.0,230.0,4.0,,-0.0912625000000001
2022-09-02,25.6,30.0,27.3,82.0,0.0,8.3,5.0,110.0,3.0,,-0.0875069444444446
2022-09-03,25.7,31.0,27.6,80.0,0.0,10.8,5.0,110.0,3.0,,-0.0322588152327223
2022-09-04,25.1,30.0,27.0,82.0,0.0,8.5,5.0,130.0,3.0,,-0.018967086834734
2022-09-05,24.5,30.3,26.5,85.0,0.0,4.8,5.0,110.0,3.0,,-0.010331938633194
2022-09-06,24.5,30.5,27.6,80.0,0.0,9.2,5.0,110.0,3.0,,-0.0048930555555557
2022-09-07,26.0,30.0,27.1,84.0,0.0,9.8,6.0,120.0,3.0,,-0.0111180555555557
2022-09-08,26.2,30.8,27.6,80.0,8888.0,1.5,5.0,110.0,3.0,,-0.0028121345029241
2022-09-09,23.6,30.2,26.4,87.0,34.0,6.9,4.0,120.0,2.0,,-0.0024472222222223
2022-09-10,24.4,29.6,26.5,86.0,0.0,6.8,6.0,120.0,4.0,,0.0420829846582982
2022-09-11,24.2,29.2,26.4,87.0,59.2,8.4,6.0,130.0,3.0,,0.1512189679218966
2022-09-12,24.8,30.8,26.6,86.0,8888.0,4.9,5.0,110.0,3.0,,0.1429817927170866
2022-09-13,24.8,29.6,26.8,84.0,0.0,10.9,6.0,130.0,4.0,,0.0852340277777776
2022-09-14,25.2,29.3,26.7,84.0,0.0,10.1,5.0,130.0,4.0,,0.1064121338912132
2022-09-15,25.2,29.0,26.6,84.0,1.0,10.2,6.0,130.0,4.0,,0.0924833333333331
2022-09-16,25.4,29.7,27.0,79.0,1.4,3.6,5.0,120.0,2.0,,-0.0095479166666668
2022-09-17,22.8,29.6,25.5,80.0,0.0,10.2,5.0,110.0,2.0,,-0.0071944444444446
2022-09-18,24.1,30.4,27.7,81.0,5.0,140.0,2.0,,3.1337480559875583,,-0.0137993055555557
2022-09-19,23.6,30.4,26.3,81.0,0.0,8.6,4.0,150.0,2.0,,-0.0174656862745099
2022-09-20,24.2,30.0,27.3,79.0,0.2,7.5,7.0,140.0,5.0,,0.0091569444444442
2022-09-21,26.2,29.9,27.7,76.0,0.0,9.8,6.0,130.0,4.0,,-0.0533172942817296
2022-09-22,26.8,30.6,27.7,81.0,6.0,120.0,3.0,,3.1337480559875583,,-0.0630941422594144
2022-09-23,25.3,30.6,27.5,85.0,0.3,6.8,5.0,120.0,3.0,,-0.0558043785310736
2022-09-24,25.2,30.9,27.8,80.0,0.0,7.0,4.0,120.0,2.0,,-0.0470913528591354
2022-09-25,25.4,30.6,27.8,80.0,1.8,10.8,4.0,120.0,2.0,,-0.0747510460251047
2022-09-26,25.6,30.7,27.9,76.0,0.0,10.6,4.0,170.0,2.0,,-0.0448851063829789
2022-09-27,24.2,30.4,26.8,76.0,0.0,10.6,4.0,70.0,2.0,,-0.0474114365411438
2022-09-28,24.2,30.0,26.7,81.0,0.7,10.8,5.0,260.0,2.0,,0.0239451476793247
2022-09-29,24.4,28.8,26.7,82.0,0.0,8.1,4.0,250.0,2.0,,0.0515072463768114
2022-09-30,24.6,30.3,26.9,86.0,1.3,2.8,5.0,180.0,2.0,,0.0035469897209983
2022-10-01,24.5,30.1,26.8,88.0,9.3,3.3,4.0,90.0,1.0,,-0.0984515901060073
2022-10-02,25.6,31.2,27.8,85.0,35.0,3.8,3.0,270.0,2.0,,-0.1287097222222225
2022-10-03,25.0,29.0,26.3,91.0,11.0,7.3,11.0,80.0,3.0,,-0.1378368644067799
2022-10-04,23.6,30.0,26.8,86.0,62.6,0.6,4.0,250.0,2.0,,-0.1484797768479779
2022-10-05,24.6,27.9,25.9,88.0,8888.0,2.9,4.0,280.0,1.0,,-0.2195666666666669
2022-10-06,24.8,28.6,25.9,89.0,21.9,0.0,4.0,100.0,1.0,,-0.1942669683257921
2022-10-07,25.0,30.0,26.9,90.0,39.6,0.0,5.0,140.0,3.0,,-0.118055788005579
2022-10-08,24.4,30.6,27.2,88.0,28.2,3.6,5.0,150.0,3.0,,-0.1055513361462731
2022-10-09,25.2,30.8,27.7,81.0,5.0,130.0,3.0,,3.1337480559875583,,-0.0864611111111113
2022-10-10,23.6,30.2,26.9,89.0,72.0,7.2,4.0,170.0,2.0,,-0.0473491501416433
2022-10-11,25.0,30.8,27.7,81.0,5.0,170.0,2.0,,3.1337480559875583,,0.0142997198879548
2022-10-12,25.2,30.6,27.7,82.0,2.4,8.5,6.0,140.0,2.0,,0.0485854166666663
2022-10-13,25.0,30.4,27.2,81.0,8888.0,8.2,5.0,110.0,2.0,,0.0516568213783401
2022-10-14,25.3,29.8,27.1,83.0,2.8,8.1,5.0,140.0,3.0,,0.040504901960784
2022-10-15,25.8,30.3,28.0,80.0,0.0,5.2,5.0,130.0,3.0,,0.0565704323570429
2022-10-16,26.2,30.5,28.1,84.0,1.0,11.0,5.0,140.0,4.0,,0.0494411764705879
2022-10-17,27.0,29.5,27.7,84.0,8888.0,5.8,4.0,130.0,2.0,,0.0802510548523203
2022-10-18,24.2,29.4,26.0,92.0,84.5,0.3,5.0,260.0,2.0,,0.0450397489539746
2022-10-19,24.3,28.6,26.2,90.0,55.5,1.0,4.0,270.0,1.0,,0.0223354519774008
2022-10-20,24.2,30.8,27.3,88.0,3.2,0.0,4.0,310.0,1.0,,0.0462907949790792
2022-10-21,25.3,31.6,28.0,86.0,0.0,2.8,4.0,110.0,2.0,,0.0230266106442574
2022-10-22,26.0,31.1,28.3,83.0,3.4,5.4,5.0,100.0,2.0,,0.023546808510638
2022-10-23,24.4,31.1,27.7,83.0,8888.0,6.2,6.0,300.0,3.0,,0.0629248226950351
2022-10-24,25.0,30.4,27.1,90.0,3.5,11.9,6.0,260.0,4.0,,0.0938157524613217
2022-10-25,24.6,29.6,26.2,92.0,76.5,8.3,6.0,250.0,3.0,,0.1184732770745426
2022-10-26,24.0,30.0,27.7,81.0,5.0,320.0,2.0,,3.1337480559875583,,0.1658368200836817
2022-10-27,24.7,28.8,25.9,90.0,1.7,7.1,8.0,290.0,3.0,,0.1412238700564969
2022-10-28,24.8,29.4,27.2,72.0,13.8,1.8,6.0,260.0,3.0,,0.1098867521367518
2022-10-29,22.8,29.3,25.8,77.0,0.0,10.0,5.0,280.0,2.0,,0.1297594936708858
2022-10-30,23.2,29.7,26.7,76.0,0.0,11.5,6.0,270.0,2.0,,0.1268246524152001
2022-10-31,24.0,30.2,26.7,77.0,0.0,11.6,6.0,260.0,2.0,,0.1191462506237559
2022-11-01,24.4,31.3,27.6,76.0,0.0,11.0,4.0,100.0,3.0,,0.0207361702127656
2022-11-02,25.6,31.2,28.5,82.0,3.8,11.1,5.0,120.0,2.0,,-0.0354653954802263
2022-11-03,26.3,31.7,29.1,81.0,8888.0,7.3,4.0,120.0,3.0,,-0.1153501400560227
2022-11-04,25.9,31.5,28.1,86.0,41.7,9.1,6.0,160.0,2.0,,-0.1097768479776851
2022-11-05,25.1,31.6,28.4,82.0,5.7,6.4,4.0,240.0,2.0,,-0.1091743055555559
2022-11-06,25.3,31.6,28.5,78.0,8888.0,8.4,4.0,120.0,2.0,,-0.168506313689815
2022-11-07,26.4,30.9,27.9,82.0,0.0,7.5,6.0,270.0,2.0,,-0.1903764124293789
2022-11-08,25.4,31.2,27.2,84.0,0.0,5.3,5.0,150.0,2.0,,-0.1659731262319712
2022-11-09,25.4,30.5,27.9,83.0,2.4,5.5,6.0,110.0,2.0,,-0.1804965277777781
2022-11-10,25.2,31.2,27.4,84.0,0.0,4.0,6.0,130.0,2.0,,-0.1364645833333337
2022-11-11,25.4,31.2,28.2,82.0,0.4,9.2,5.0,100.0,2.0,,-0.1046267367832294
2022-11-12,25.0,31.5,27.6,82.0,0.0,7.3,4.0,120.0,2.0,,-0.0710126050420171
2022-11-13,25.6,31.1,28.1,82.0,0.0,9.1,5.0,110.0,2.0,,-0.0560125523012555
2022-11-14,25.6,31.2,28.3,82.0,0.0,5.7,5.0,100.0,2.0,,-0.0321744022503519
2022-11-15,26.3,28.0,27.7,81.0,7.3,4.0,310.0,2.0,3.1337480559875583,,0.0081771708683469
2022-11-16,24.6,30.5,27.1,86.0,12.4,6.5,5.0,270.0,2.0,,-0.0236590277777781
2022-11-17,25.0,31.0,27.6,83.0,2.4,6.0,6.0,260.0,2.0,,-0.054061366806137
2022-11-18,25.0,29.6,26.7,87.0,22.4,6.7,4.0,280.0,2.0,,-0.0275033082400428
2022-11-19,24.9,30.8,27.6,79.0,2.4,0.6,4.0,250.0,2.0,,-0.0059222689075633
2022-11-20,25.5,31.6,28.4,80.0,0.0,2.2,4.0,100.0,2.0,,0.0476423611111107
2022-11-21,25.7,32.0,28.8,75.0,0.0,8.9,6.0,270.0,3.0,,0.1426190017505473
2022-11-22,26.6,30.0,28.1,84.0,0.0,9.0,8.0,270.0,4.0,,0.1284027777777774
2022-11-23,26.2,30.6,28.6,80.0,4.2,2.0,7.0,280.0,4.0,,0.0890718270571823
2022-11-24,24.6,30.0,26.8,89.0,34.4,5.4,5.0,260.0,3.0,,0.0424979079497904
2022-11-25,24.2,29.9,27.1,84.0,33.1,1.7,3.0,80.0,2.0,,0.0249680555555551
2022-11-26,24.5,30.0,26.6,88.0,0.0,1.5,5.0,250.0,2.0,,0.0275672268907559
2022-11-27,24.8,30.0,27.0,86.0,3.9,4.5,4.0,240.0,2.0,,0.0654502801120444
2022-11-28,25.0,30.0,26.6,88.0,5.9,2.1,7.0,260.0,2.0,,0.0458805555555551
2022-11-29,23.5,27.6,25.6,88.0,40.8,1.4,5.0,260.0,2.0,,-0.0838712574850302
2022-11-30,24.3,30.8,27.6,83.0,10.1,0.4,5.0,260.0,2.0,,0.0934353190685679
2022-12-01,25.2,29.8,27.4,78.0,0.0,7.0,5.0,250.0,2.0,,0.0636645833333333
2022-12-02,24.7,30.1,27.8,77.0,0.0,6.8,6.0,260.0,2.0,,0.0725203081232493
2022-12-03,25.2,30.2,27.3,82.0,0.0,11.1,5.0,260.0,2.0,,0.0395326388888889
2022-12-04,25.0,31.4,27.8,81.0,0.1,4.2,6.0,130.0,2.0,,0.0133472222222222
2022-12-05,25.0,31.6,28.1,80.0,15.2,6.3,5.0,70.0,2.0,,-0.0215690259285213
2022-12-06,25.8,31.5,28.6,80.0,8888.0,9.3,4.0,110.0,2.0,,-0.048233983286908
2022-12-07,25.8,31.5,28.5,80.0,0.0,8.6,6.0,100.0,2.0,,-0.0631124999999999
2022-12-08,23.6,31.8,28.3,80.0,6.2,11.7,4.0,150.0,2.0,,-0.1249569444444444
2022-12-09,24.5,31.2,27.9,78.0,2.6,11.1,6.0,150.0,3.0,,-0.1395562499999999
2022-12-10,25.0,31.8,28.2,80.0,0.0,11.0,4.0,150.0,2.0,,-0.1779002789400278
2022-12-11,25.6,31.9,28.1,83.0,0.8,10.1,5.0,160.0,2.0,,-0.141878661087866
2022-12-12,25.8,31.4,28.6,81.0,0.0,7.9,5.0,270.0,2.0,,-0.148089260808926
2022-12-13,25.9,32.5,28.9,80.0,0.0,11.4,4.0,260.0,2.0,,-0.1251750348675034
2022-12-14,25.4,30.7,28.2,83.0,0.1,11.2,5.0,260.0,2.0,,-0.1133947001394699
2022-12-15,25.5,31.2,28.1,82.0,0.2,6.4,5.0,250.0,3.0,,-0.0467270833333332
2022-12-16,25.8,28.5,26.9,86.0,8888.0,8.0,4.0,250.0,3.0,,-0.048079831932773
2022-12-17,24.7,29.0,27.0,82.0,6.2,0.5,5.0,260.0,2.0,,-0.0312107843137254
2022-12-18,24.4,31.4,27.4,81.0,12.1,0.2,5.0,50.0,2.0,,0.0123033472803347
2022-12-19,24.2,31.6,27.8,78.0,0.0,11.3,6.0,260.0,2.0,,0.0188965277777778
2022-12-20,24.1,31.6,28.0,74.0,0.0,12.7,5.0,100.0,2.0,,0.0208423611111111
2022-12-26,23.2,32.5,27.4,84.0,27.3,0.0,8.0,280.0,5.0,,0.0892364435135547
2022-12-27,25.5,29.5,27.5,83.0,6.0,1.2,9.0,270.0,6.0,,-0.0243195211786371
2022-12-28,24.5,29.1,26.9,84.0,2.3,0.0,9.0,270.0,5.0,,-0.0300147058823529
2022-12-29,24.0,30.1,27.0,84.0,35.6,3.2,8.0,260.0,4.0,,0.0051272577996716
2022-12-30,25.9,30.0,27.6,83.0,1.0,4.9,7.0,310.0,3.0,,-0.0092638888888889
2022-12-31,24.9,32.2,27.7,83.0,0.0,0.6,7.0,280.0,3.0,,-0.4018172942817294
